INFO - Profile for Inference:
INFO - NPU ACTIVE: 56427544 cycles
INFO - NPU MAC_ACTIVE: 13989546 cycles
INFO - NPU EXT_RD_TRANS_COMPLETED: 105406 cycles
INFO - NPU EXT_WR_TRANS_COMPLETED_M: 0 cycles
INFO - NPU SRAM_RD_TRANS_COMPLETED: 364745 cycles
INFO - NPU SRAM_WR_TRANS_COMPLETED_M: 110695 cycles
INFO - NPU EXT_RD_STALL_LIMIT: 0 cycles
INFO - NPU AXI_LATENCY_ANY: 0 cycles
INFO - NPU IDLE: 205641 cycles
INFO - NPU TOTAL: 56633815 cycles
