INFO - Profile for Inference:
INFO - NPU ACTIVE: 5242468 cycles
INFO - NPU MAC_ACTIVE: 2928450 cycles
INFO - NPU EXT_RD_TRANS_COMPLETED: 19901 cycles
INFO - NPU EXT_WR_TRANS_COMPLETED_M: 0 cycles
INFO - NPU SRAM_RD_TRANS_COMPLETED: 126692 cycles
INFO - NPU SRAM_WR_TRANS_COMPLETED_M: 76273 cycles
INFO - NPU EXT_RD_STALL_LIMIT: 0 cycles
INFO - NPU AXI_LATENCY_ANY: 0 cycles
INFO - NPU IDLE: 200795 cycles
INFO - NPU TOTAL: 5443263 cycles
