Original Operator,NNG Operator,Target,Staging Usage,Peak% (Staging),Op Cycles,Network% (cycles),NPU,SRAM AC,DRAM AC,OnFlash AC,OffFlash AC,MAC Count,Network% (MAC),Util% (MAC),Name
FullyConnected,FullyConnected,NPU,240,100.0,648,100.0,648,10,534,0,0,6400,100.0,3.8580246913580245,StatefulPartitionedCall_1:0
FullyConnected,Relu,NPU,240,100.0,87,13.425925925925926,87,5,0,0,0,32,0.5,0.14367816091954022,StatefulPartitionedCall_1:0
